instant,date,season,year,month,hour,holiday,weekday,workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_rentals,time_group
235,2011-01-11,Spring,2011,1,1,0,2,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Midnight
236,2011-01-11,Spring,2011,1,2,0,2,1,Mist,0.16,0.1515,0.55,0.194,0,3,3,Midnight
237,2011-01-11,Spring,2011,1,5,0,2,1,Mist,0.16,0.1818,0.55,0.1343,0,6,6,Midnight
238,2011-01-11,Spring,2011,1,6,0,2,1,Mist,0.16,0.1818,0.55,0.1343,0,27,27,Morning Rush
239,2011-01-11,Spring,2011,1,7,0,2,1,Mist,0.16,0.2273,0.55,0.0,2,97,99,Morning Rush
240,2011-01-11,Spring,2011,1,8,0,2,1,Mist,0.18,0.2121,0.51,0.0896,3,214,217,Morning Rush
241,2011-01-11,Spring,2011,1,9,0,2,1,Mist,0.18,0.197,0.51,0.1642,3,127,130,Morning Rush
242,2011-01-11,Spring,2011,1,10,0,2,1,Mist,0.2,0.2121,0.51,0.1642,3,51,54,Midday
243,2011-01-11,Spring,2011,1,11,0,2,1,Mist,0.2,0.2121,0.47,0.1343,4,31,35,Midday
244,2011-01-11,Spring,2011,1,12,0,2,1,Mist,0.2,0.2273,0.51,0.1045,2,55,57,Midday
245,2011-01-11,Spring,2011,1,13,0,2,1,Mist,0.2,0.2273,0.59,0.0896,6,46,52,Midday
246,2011-01-11,Spring,2011,1,14,0,2,1,Mist,0.2,0.2273,0.59,0.0896,3,60,63,Midday
247,2011-01-11,Spring,2011,1,15,0,2,1,Mist,0.16,0.197,0.8,0.0896,2,45,47,Midday
248,2011-01-11,Spring,2011,1,16,0,2,1,Mist,0.16,0.1515,0.86,0.2239,4,72,76,Evening Rush
249,2011-01-11,Spring,2011,1,17,0,2,1,Mist,0.16,0.1515,0.86,0.2239,6,130,136,Evening Rush
250,2011-01-11,Spring,2011,1,18,0,2,1,Light Rain,0.16,0.1818,0.93,0.1045,1,94,95,Evening Rush
251,2011-01-11,Spring,2011,1,19,0,2,1,Light Rain,0.16,0.2273,0.93,0.0,0,51,51,Evening Rush
252,2011-01-11,Spring,2011,1,20,0,2,1,Light Rain,0.16,0.1515,0.93,0.194,0,32,32,Midnight
253,2011-01-11,Spring,2011,1,21,0,2,1,Light Rain,0.16,0.197,0.86,0.0896,0,20,20,Midnight
254,2011-01-11,Spring,2011,1,22,0,2,1,Light Rain,0.16,0.1818,0.93,0.1045,1,28,29,Midnight
255,2011-01-11,Spring,2011,1,23,0,2,1,Light Rain,0.16,0.197,0.93,0.0896,1,18,19,Midnight
256,2011-01-12,Spring,2011,1,0,0,3,1,Mist,0.16,0.197,0.86,0.0896,0,7,7,Midnight
257,2011-01-12,Spring,2011,1,1,0,3,1,Mist,0.16,0.1818,0.86,0.1045,0,6,6,Midnight
258,2011-01-12,Spring,2011,1,2,0,3,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Midnight
259,2011-01-12,Spring,2011,1,5,0,3,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Midnight
260,2011-01-12,Spring,2011,1,6,0,3,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Morning Rush
261,2011-01-12,Spring,2011,1,7,0,3,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Morning Rush
262,2011-01-12,Spring,2011,1,8,0,3,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Morning Rush
263,2011-01-12,Spring,2011,1,9,0,3,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Morning Rush
264,2011-01-12,Spring,2011,1,10,0,3,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Midday
265,2011-01-12,Spring,2011,1,11,0,3,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Midday
266,2011-01-12,Spring,2011,1,12,0,3,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Midday
267,2011-01-12,Spring,2011,1,13,0,3,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,Midday
268,2011-01-12,Spring,2011,1,14,0,3,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Midday
269,2011-01-12,Spring,2011,1,15,0,3,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Midday
270,2011-01-12,Spring,2011,1,16,0,3,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,Evening Rush
271,2011-01-12,Spring,2011,1,17,0,3,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Evening Rush
272,2011-01-12,Spring,2011,1,18,0,3,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Evening Rush
273,2011-01-12,Spring,2011,1,19,0,3,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Evening Rush
274,2011-01-12,Spring,2011,1,20,0,3,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Midnight
275,2011-01-12,Spring,2011,1,21,0,3,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Midnight
276,2011-01-12,Spring,2011,1,22,0,3,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Midnight
277,2011-01-12,Spring,2011,1,23,0,3,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Midnight
278,2011-01-13,Spring,2011,1,0,0,4,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Midnight
279,2011-01-13,Spring,2011,1,1,0,4,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Midnight
280,2011-01-13,Spring,2011,1,2,0,4,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Midnight
281,2011-01-13,Spring,2011,1,3,0,4,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Midnight
282,2011-01-13,Spring,2011,1,4,0,4,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Midnight
283,2011-01-13,Spring,2011,1,5,0,4,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Midnight
284,2011-01-13,Spring,2011,1,6,0,4,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Morning Rush
285,2011-01-13,Spring,2011,1,7,0,4,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Morning Rush
286,2011-01-13,Spring,2011,1,8,0,4,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,Morning Rush
287,2011-01-13,Spring,2011,1,9,0,4,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Morning Rush
288,2011-01-13,Spring,2011,1,10,0,4,1,Mist,0.16,0.1364,0.5,0.3582,2,36,38,Midday
289,2011-01-13,Spring,2011,1,11,0,4,1,Mist,0.2,0.1667,0.44,0.4478,4,33,37,Midday
290,2011-01-13,Spring,2011,1,12,0,4,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Midday
291,2011-01-13,Spring,2011,1,13,0,4,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,Midday
292,2011-01-13,Spring,2011,1,14,0,4,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,Midday
293,2011-01-13,Spring,2011,1,15,0,4,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Midday
294,2011-01-13,Spring,2011,1,16,0,4,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Evening Rush
295,2011-01-13,Spring,2011,1,17,0,4,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Evening Rush
296,2011-01-13,Spring,2011,1,18,0,4,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Evening Rush
297,2011-01-13,Spring,2011,1,19,0,4,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Evening Rush
298,2011-01-13,Spring,2011,1,20,0,4,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Midnight
299,2011-01-13,Spring,2011,1,21,0,4,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Midnight
300,2011-01-13,Spring,2011,1,22,0,4,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Midnight
301,2011-01-13,Spring,2011,1,23,0,4,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,Midnight
302,2011-01-14,Spring,2011,1,0,0,5,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,Midnight
303,2011-01-14,Spring,2011,1,1,0,5,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Midnight
304,2011-01-14,Spring,2011,1,2,0,5,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Midnight
305,2011-01-14,Spring,2011,1,3,0,5,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Midnight
306,2011-01-14,Spring,2011,1,5,0,5,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Midnight
307,2011-01-14,Spring,2011,1,6,0,5,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,Morning Rush
308,2011-01-14,Spring,2011,1,7,0,5,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Morning Rush
309,2011-01-14,Spring,2011,1,8,0,5,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,Morning Rush
310,2011-01-14,Spring,2011,1,9,0,5,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Morning Rush
311,2011-01-14,Spring,2011,1,10,0,5,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,Midday
312,2011-01-14,Spring,2011,1,11,0,5,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Midday
313,2011-01-14,Spring,2011,1,12,0,5,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,Midday
314,2011-01-14,Spring,2011,1,13,0,5,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,Midday
315,2011-01-14,Spring,2011,1,14,0,5,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Midday
316,2011-01-14,Spring,2011,1,15,0,5,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Midday
317,2011-01-14,Spring,2011,1,16,0,5,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Evening Rush
318,2011-01-14,Spring,2011,1,17,0,5,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Evening Rush
319,2011-01-14,Spring,2011,1,18,0,5,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,Evening Rush
320,2011-01-14,Spring,2011,1,19,0,5,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,Evening Rush
321,2011-01-14,Spring,2011,1,20,0,5,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,Midnight
322,2011-01-14,Spring,2011,1,21,0,5,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,Midnight
323,2011-01-14,Spring,2011,1,22,0,5,1,Mist,0.16,0.2273,0.69,0.0,2,34,36,Midnight
324,2011-01-14,Spring,2011,1,23,0,5,1,Mist,0.18,0.2424,0.55,0.0,1,26,27,Midnight
325,2011-01-15,Spring,2011,1,0,0,6,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,Midnight
326,2011-01-15,Spring,2011,1,1,0,6,0,Mist,0.16,0.197,0.59,0.0896,2,18,20,Midnight
327,2011-01-15,Spring,2011,1,2,0,6,0,Mist,0.16,0.197,0.59,0.0896,0,12,12,Midnight
328,2011-01-15,Spring,2011,1,3,0,6,0,Mist,0.16,0.2273,0.59,0.0,1,7,8,Midnight
329,2011-01-15,Spring,2011,1,4,0,6,0,Mist,0.16,0.2273,0.59,0.0,0,5,5,Midnight
330,2011-01-15,Spring,2011,1,5,0,6,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,Midnight
331,2011-01-15,Spring,2011,1,6,0,6,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Morning Rush
332,2011-01-15,Spring,2011,1,7,0,6,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,Morning Rush
333,2011-01-15,Spring,2011,1,8,0,6,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Morning Rush
334,2011-01-15,Spring,2011,1,9,0,6,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Morning Rush
335,2011-01-15,Spring,2011,1,10,0,6,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,Midday
336,2011-01-15,Spring,2011,1,11,0,6,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,Midday
337,2011-01-15,Spring,2011,1,12,0,6,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Midday
338,2011-01-15,Spring,2011,1,13,0,6,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Midday
339,2011-01-15,Spring,2011,1,14,0,6,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Midday
340,2011-01-15,Spring,2011,1,15,0,6,0,Mist,0.32,0.3182,0.36,0.194,21,108,129,Midday
341,2011-01-15,Spring,2011,1,16,0,6,0,Mist,0.34,0.3333,0.34,0.194,33,95,128,Evening Rush
342,2011-01-15,Spring,2011,1,17,0,6,0,Mist,0.32,0.303,0.36,0.2836,29,54,83,Evening Rush
343,2011-01-15,Spring,2011,1,18,0,6,0,Mist,0.3,0.2879,0.45,0.2537,15,69,84,Evening Rush
344,2011-01-15,Spring,2011,1,19,0,6,0,Mist,0.32,0.303,0.39,0.2537,14,60,74,Evening Rush
345,2011-01-15,Spring,2011,1,20,0,6,0,Mist,0.32,0.303,0.39,0.2537,6,35,41,Midnight
346,2011-01-15,Spring,2011,1,21,0,6,0,Mist,0.32,0.303,0.39,0.2239,6,51,57,Midnight
347,2011-01-15,Spring,2011,1,22,0,6,0,Mist,0.3,0.3182,0.42,0.1045,0,26,26,Midnight
348,2011-01-15,Spring,2011,1,23,0,6,0,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Midnight
349,2011-01-16,Spring,2011,1,0,0,0,0,Clear,0.26,0.303,0.56,0.0,6,33,39,Midnight
350,2011-01-16,Spring,2011,1,1,0,0,0,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Midnight
351,2011-01-16,Spring,2011,1,2,0,0,0,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Midnight
352,2011-01-16,Spring,2011,1,3,0,0,0,Clear,0.22,0.2727,0.69,0.0,9,6,15,Midnight
353,2011-01-16,Spring,2011,1,4,0,0,0,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Midnight
354,2011-01-16,Spring,2011,1,5,0,0,0,Mist,0.26,0.2576,0.56,0.1642,1,1,2,Midnight
355,2011-01-16,Spring,2011,1,6,0,0,0,Mist,0.26,0.2576,0.56,0.1642,0,1,1,Morning Rush
356,2011-01-16,Spring,2011,1,7,0,0,0,Mist,0.24,0.2121,0.56,0.2985,0,3,3,Morning Rush
357,2011-01-16,Spring,2011,1,8,0,0,0,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Morning Rush
358,2011-01-16,Spring,2011,1,9,0,0,0,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Morning Rush
359,2011-01-16,Spring,2011,1,10,0,0,0,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Midday
360,2011-01-16,Spring,2011,1,11,0,0,0,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Midday
361,2011-01-16,Spring,2011,1,12,0,0,0,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Midday
362,2011-01-16,Spring,2011,1,13,0,0,0,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Midday
363,2011-01-16,Spring,2011,1,14,0,0,0,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Midday
364,2011-01-16,Spring,2011,1,15,0,0,0,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Midday
365,2011-01-16,Spring,2011,1,16,0,0,0,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Evening Rush
366,2011-01-16,Spring,2011,1,17,0,0,0,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Evening Rush
367,2011-01-16,Spring,2011,1,18,0,0,0,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Evening Rush
368,2011-01-16,Spring,2011,1,19,0,0,0,Clear,0.18,0.197,0.47,0.1343,14,47,61,Evening Rush
369,2011-01-16,Spring,2011,1,20,0,0,0,Clear,0.18,0.197,0.47,0.1642,7,50,57,Midnight
370,2011-01-16,Spring,2011,1,21,0,0,0,Clear,0.18,0.197,0.51,0.1642,6,22,28,Midnight
371,2011-01-16,Spring,2011,1,22,0,0,0,Mist,0.2,0.2121,0.49,0.1343,2,19,21,Midnight
372,2011-01-16,Spring,2011,1,23,0,0,0,Mist,0.2,0.2273,0.4,0.1045,0,18,18,Midnight
373,2011-01-17,Spring,2011,1,0,1,1,0,Mist,0.2,0.197,0.47,0.2239,1,16,17,Midnight
374,2011-01-17,Spring,2011,1,1,1,1,0,Mist,0.2,0.197,0.44,0.194,1,15,16,Midnight
375,2011-01-17,Spring,2011,1,2,1,1,0,Mist,0.18,0.1667,0.43,0.2537,0,8,8,Midnight
376,2011-01-17,Spring,2011,1,3,1,1,0,Mist,0.18,0.1818,0.43,0.194,0,2,2,Midnight
377,2011-01-17,Spring,2011,1,4,1,1,0,Mist,0.18,0.197,0.43,0.1343,1,2,3,Midnight
378,2011-01-17,Spring,2011,1,5,1,1,0,Mist,0.18,0.197,0.43,0.1642,0,1,1,Midnight
379,2011-01-17,Spring,2011,1,6,1,1,0,Mist,0.18,0.1818,0.43,0.194,0,5,5,Morning Rush
380,2011-01-17,Spring,2011,1,7,1,1,0,Mist,0.16,0.1818,0.5,0.1343,4,9,13,Morning Rush
381,2011-01-17,Spring,2011,1,8,1,1,0,Mist,0.16,0.1515,0.47,0.2239,3,30,33,Morning Rush
382,2011-01-17,Spring,2011,1,9,1,1,0,Mist,0.16,0.1515,0.47,0.2239,8,39,47,Morning Rush
383,2011-01-17,Spring,2011,1,10,1,1,0,Mist,0.16,0.1515,0.5,0.2537,7,50,57,Midday
384,2011-01-17,Spring,2011,1,11,1,1,0,Mist,0.16,0.1515,0.55,0.194,9,55,64,Midday
385,2011-01-17,Spring,2011,1,12,1,1,0,Mist,0.18,0.197,0.47,0.1343,10,70,80,Midday
386,2011-01-17,Spring,2011,1,13,1,1,0,Mist,0.18,0.197,0.47,0.1343,13,80,93,Midday
387,2011-01-17,Spring,2011,1,14,1,1,0,Mist,0.18,0.2121,0.43,0.1045,12,74,86,Midday
388,2011-01-17,Spring,2011,1,15,1,1,0,Mist,0.2,0.2121,0.47,0.1642,21,72,93,Midday
389,2011-01-17,Spring,2011,1,16,1,1,0,Mist,0.2,0.2121,0.47,0.1642,6,76,82,Evening Rush
390,2011-01-17,Spring,2011,1,17,1,1,0,Clear,0.2,0.197,0.51,0.194,4,67,71,Evening Rush
391,2011-01-17,Spring,2011,1,18,1,1,0,Mist,0.18,0.1667,0.55,0.2537,7,85,92,Evening Rush
392,2011-01-17,Spring,2011,1,19,1,1,0,Light Rain,0.18,0.1818,0.59,0.194,2,58,60,Evening Rush
393,2011-01-17,Spring,2011,1,20,1,1,0,Light Rain,0.16,0.1515,0.8,0.194,4,29,33,Midnight
394,2011-01-17,Spring,2011,1,21,1,1,0,Light Rain,0.16,0.1515,0.8,0.194,3,24,27,Midnight
395,2011-01-17,Spring,2011,1,22,1,1,0,Light Rain,0.14,0.1212,0.93,0.2537,0,13,13,Midnight
396,2011-01-17,Spring,2011,1,23,1,1,0,Light Rain,0.16,0.1364,0.86,0.2836,1,3,4,Midnight
397,2011-01-18,Spring,2011,1,12,0,2,1,Mist,0.2,0.1818,0.86,0.3284,0,3,3,Midday
398,2011-01-18,Spring,2011,1,13,0,2,1,Mist,0.2,0.197,0.86,0.2239,0,22,22,Midday
399,2011-01-18,Spring,2011,1,14,0,2,1,Mist,0.22,0.2273,0.8,0.1642,2,26,28,Midday
400,2011-01-18,Spring,2011,1,15,0,2,1,Mist,0.22,0.2273,0.87,0.1642,3,32,35,Midday
401,2011-01-18,Spring,2011,1,16,0,2,1,Mist,0.22,0.2273,0.87,0.194,0,61,61,Evening Rush
402,2011-01-18,Spring,2011,1,17,0,2,1,Mist,0.22,0.2273,0.82,0.194,1,124,125,Evening Rush
403,2011-01-18,Spring,2011,1,18,0,2,1,Mist,0.22,0.2273,0.8,0.1642,1,132,133,Evening Rush
404,2011-01-18,Spring,2011,1,19,0,2,1,Mist,0.22,0.2273,0.8,0.1343,1,98,99,Evening Rush
405,2011-01-18,Spring,2011,1,20,0,2,1,Mist,0.22,0.2727,0.87,0.0,0,83,83,Midnight
406,2011-01-18,Spring,2011,1,21,0,2,1,Mist,0.22,0.2424,0.93,0.1045,0,41,41,Midnight
407,2011-01-18,Spring,2011,1,22,0,2,1,Mist,0.22,0.2576,0.93,0.0896,0,33,33,Midnight
408,2011-01-18,Spring,2011,1,23,0,2,1,Mist,0.22,0.2727,0.93,0.0,1,19,20,Midnight
409,2011-01-19,Spring,2011,1,0,0,3,1,Mist,0.22,0.2727,0.93,0.0,0,3,3,Midnight
410,2011-01-19,Spring,2011,1,1,0,3,1,Light Rain,0.22,0.2273,0.93,0.1343,1,6,7,Midnight
411,2011-01-19,Spring,2011,1,2,0,3,1,Light Rain,0.22,0.2273,0.93,0.1343,0,3,3,Midnight
412,2011-01-19,Spring,2011,1,4,0,3,1,Light Rain,0.22,0.2273,0.93,0.1343,1,1,2,Midnight
413,2011-01-19,Spring,2011,1,5,0,3,1,Mist,0.22,0.2576,0.93,0.0896,0,7,7,Midnight
414,2011-01-19,Spring,2011,1,6,0,3,1,Mist,0.22,0.2576,0.93,0.0896,0,32,32,Morning Rush
415,2011-01-19,Spring,2011,1,7,0,3,1,Mist,0.24,0.2576,0.92,0.1045,1,89,90,Morning Rush
416,2011-01-19,Spring,2011,1,8,0,3,1,Mist,0.24,0.2576,0.93,0.1045,1,196,197,Morning Rush
417,2011-01-19,Spring,2011,1,9,0,3,1,Mist,0.24,0.2576,0.93,0.1045,2,107,109,Morning Rush
418,2011-01-19,Spring,2011,1,10,0,3,1,Mist,0.26,0.2727,0.93,0.1343,1,46,47,Midday
419,2011-01-19,Spring,2011,1,11,0,3,1,Mist,0.28,0.303,0.87,0.0896,5,47,52,Midday
420,2011-01-19,Spring,2011,1,12,0,3,1,Mist,0.3,0.3182,0.81,0.0896,5,65,70,Midday
421,2011-01-19,Spring,2011,1,13,0,3,1,Clear,0.4,0.4091,0.62,0.2836,11,67,78,Midday
422,2011-01-19,Spring,2011,1,14,0,3,1,Clear,0.4,0.4091,0.58,0.2537,7,68,75,Midday
423,2011-01-19,Spring,2011,1,15,0,3,1,Clear,0.4,0.4091,0.54,0.2836,4,78,82,Midday
424,2011-01-19,Spring,2011,1,16,0,3,1,Clear,0.38,0.3939,0.58,0.3881,10,94,104,Evening Rush
425,2011-01-19,Spring,2011,1,17,0,3,1,Clear,0.36,0.3333,0.57,0.3284,7,190,197,Evening Rush
426,2011-01-19,Spring,2011,1,18,0,3,1,Clear,0.34,0.3182,0.61,0.2836,5,156,161,Evening Rush
427,2011-01-19,Spring,2011,1,19,0,3,1,Clear,0.32,0.2879,0.57,0.4179,4,108,112,Evening Rush
428,2011-01-19,Spring,2011,1,20,0,3,1,Clear,0.32,0.303,0.49,0.2985,2,74,76,Midnight
429,2011-01-19,Spring,2011,1,21,0,3,1,Clear,0.32,0.2879,0.49,0.4179,4,55,59,Midnight
430,2011-01-19,Spring,2011,1,22,0,3,1,Clear,0.3,0.303,0.52,0.1642,6,53,59,Midnight
431,2011-01-19,Spring,2011,1,23,0,3,1,Clear,0.3,0.2727,0.52,0.4627,1,27,28,Midnight
432,2011-01-20,Spring,2011,1,0,0,4,1,Clear,0.26,0.2273,0.56,0.3881,5,8,13,Midnight
433,2011-01-20,Spring,2011,1,1,0,4,1,Clear,0.26,0.2727,0.56,0.0,2,3,5,Midnight
434,2011-01-20,Spring,2011,1,2,0,4,1,Clear,0.26,0.2727,0.56,0.0,0,2,2,Midnight
435,2011-01-20,Spring,2011,1,3,0,4,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Midnight
436,2011-01-20,Spring,2011,1,4,0,4,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Midnight
437,2011-01-20,Spring,2011,1,5,0,4,1,Clear,0.24,0.2273,0.6,0.2239,0,6,6,Midnight
438,2011-01-20,Spring,2011,1,6,0,4,1,Clear,0.22,0.2121,0.6,0.2239,0,35,35,Morning Rush
439,2011-01-20,Spring,2011,1,7,0,4,1,Clear,0.22,0.2121,0.55,0.2239,1,100,101,Morning Rush
440,2011-01-20,Spring,2011,1,8,0,4,1,Clear,0.22,0.2121,0.55,0.2836,2,247,249,Morning Rush
441,2011-01-20,Spring,2011,1,9,0,4,1,Mist,0.24,0.2273,0.52,0.2239,3,140,143,Morning Rush
442,2011-01-20,Spring,2011,1,10,0,4,1,Clear,0.26,0.2273,0.48,0.2985,1,56,57,Midday
443,2011-01-20,Spring,2011,1,11,0,4,1,Mist,0.28,0.2727,0.45,0.1642,5,63,68,Midday
444,2011-01-20,Spring,2011,1,12,0,4,1,Mist,0.3,0.3333,0.42,0.0,7,77,84,Midday
445,2011-01-20,Spring,2011,1,13,0,4,1,Mist,0.28,0.2879,0.45,0.1045,12,86,98,Midday
446,2011-01-20,Spring,2011,1,14,0,4,1,Mist,0.3,0.303,0.45,0.1343,6,75,81,Midday
447,2011-01-20,Spring,2011,1,15,0,4,1,Mist,0.32,0.3182,0.45,0.194,8,62,70,Midday
448,2011-01-20,Spring,2011,1,16,0,4,1,Mist,0.3,0.303,0.49,0.1343,8,83,91,Evening Rush
449,2011-01-20,Spring,2011,1,17,0,4,1,Mist,0.3,0.3182,0.49,0.1045,8,207,215,Evening Rush
450,2011-01-20,Spring,2011,1,18,0,4,1,Mist,0.26,0.2576,0.56,0.194,1,184,185,Evening Rush
451,2011-01-20,Spring,2011,1,19,0,4,1,Clear,0.26,0.2273,0.56,0.3284,6,146,152,Evening Rush
452,2011-01-20,Spring,2011,1,20,0,4,1,Mist,0.26,0.2424,0.6,0.2836,2,124,126,Midnight
453,2011-01-20,Spring,2011,1,21,0,4,1,Mist,0.24,0.2273,0.6,0.2537,3,54,57,Midnight
454,2011-01-20,Spring,2011,1,22,0,4,1,Mist,0.24,0.2121,0.65,0.2836,0,56,56,Midnight
455,2011-01-20,Spring,2011,1,23,0,4,1,Mist,0.24,0.2121,0.65,0.3284,3,28,31,Midnight
456,2011-01-21,Spring,2011,1,0,0,5,1,Mist,0.24,0.2273,0.7,0.2537,1,20,21,Midnight
457,2011-01-21,Spring,2011,1,1,0,5,1,Mist,0.24,0.2273,0.7,0.2537,0,6,6,Midnight
458,2011-01-21,Spring,2011,1,2,0,5,1,Light Rain,0.24,0.2424,0.75,0.1642,0,2,2,Midnight
459,2011-01-21,Spring,2011,1,3,0,5,1,Light Rain,0.22,0.2121,0.8,0.2985,0,1,1,Midnight
460,2011-01-21,Spring,2011,1,4,0,5,1,Mist,0.22,0.2576,0.87,0.0896,0,1,1,Midnight
461,2011-01-21,Spring,2011,1,5,0,5,1,Clear,0.24,0.197,0.6,0.4179,1,4,5,Midnight
462,2011-01-21,Spring,2011,1,6,0,5,1,Clear,0.22,0.2121,0.55,0.2537,0,27,27,Morning Rush
463,2011-01-21,Spring,2011,1,7,0,5,1,Clear,0.2,0.1818,0.51,0.2836,2,66,68,Morning Rush
464,2011-01-21,Spring,2011,1,8,0,5,1,Clear,0.2,0.1818,0.47,0.3284,7,210,217,Morning Rush
465,2011-01-21,Spring,2011,1,9,0,5,1,Clear,0.2,0.1818,0.51,0.3582,7,159,166,Morning Rush
466,2011-01-21,Spring,2011,1,10,0,5,1,Clear,0.2,0.1667,0.47,0.4627,6,57,63,Midday
467,2011-01-21,Spring,2011,1,11,0,5,1,Clear,0.22,0.1818,0.41,0.4627,6,53,59,Midday
468,2011-01-21,Spring,2011,1,12,0,5,1,Clear,0.22,0.1818,0.27,0.5821,11,67,78,Midday
469,2011-01-21,Spring,2011,1,13,0,5,1,Clear,0.2,0.1515,0.21,0.5821,8,65,73,Midday
